4.5514,142.28
3.1905,163.86
16.089,9.2656
23.469,158.41
22.173,129.22
26.333,23.579
32.372,232.11
76.214,177.6
48.195,90.984
43.256,116.88
43.012,256.95
45.785,160.4
55.418,288.72
47.635,309.56
54.391,227.11
115.32,240.84
63.25,55.064
90.562,113.75
69.67,277.72
77.269,289.34
79.71,76.089
83.991,32.391
105.08,278.41
89.925,49.565
92.365,306.72
92.128,360.16
93.014,323.57
95.042,375.42
99.218,335.35
122.3,395.84
101.86,192.81
103.35,74.188
106.53,308.32
112.56,87.323
110.96,456.12
115.33,320.12
117.31,203.47
140.48,445.57
158.06,361.97
122.12,593.91
120.98,245.91
129.41,313.37
130.86,578.14
134.28,119.59
146.8,331.06
138.43,281.26
146.9,488.49
149.51,559.67
159.27,294.75
150.47,287.76
153.68,188.55
155.63,14.477
215.34,100.3
162.59,47.342
159.28,133.28
158.66,152.26
170.99,414.47
163.82,473.38
169.17,208.87
168.79,568.05
177.44,341.4
177.95,123.27
173.68,137.95
182.54,482.57
180.04,196.21
184.05,508.82
186.09,445.48
208.99,246.76
191.48,249.23
194.63,114.98
194.84,455.83
196.95,327.55
195.55,137.71
202.54,540.49
200.34,348.56
201.6,378.25
209,495.17
201.83,259.86
205.66,195.31
208.42,214.06
213.06,53.621
213.68,274.9
216.91,316.41
210.23,333.95
211.82,509.65
216.08,293.03
217.51,441.18
219.58,475.88
222.1,397.1
228.11,422.56
231.15,186.76
232.08,443.99
230.52,482.07
240.25,65.283
233,356
231.38,280
239.99,469.12
242.79,524.93
242.59,369.84
251.77,256.7
251.01,436.19
253.74,324.44
254.15,348.5
255.95,267.03
258.62,178
257.38,516.06
257.59,306.1
261.32,225.89
264.9,466.56
275.59,288.83
263.83,411.87
265.48,201.88
268.17,527.44
284.72,500.65
273.18,359.24
273.2,575.57
273.5,550.89
277.19,388.21
277.12,461.33
281.56,475.92
285.42,333.97
280.7,241.51
282.52,69.475
292.1,394.56
286.61,576.64
284.55,592.45
289.53,203.54
295.39,542.48
295.24,424.15
296.15,172.84
298.24,273.9
295.97,48.378
301.36,354.92
298.5,372
301.71,245.03
299.43,307.76
303.72,112.49
315.6,284.87
330.16,581.21
305.55,142.55
308.02,205.42
309.9,446.07
311.79,399.9
316.7,302.09
319.28,213.19
317.93,386.52
312.72,348.74
317.27,557.51
320.81,357.24
320.89,507.46
324.94,231.15
327.57,125.08
326.38,411.13
326.07,445.61
329.81,528.86
337.66,369.58
337.82,342.86
339.49,168.11
344.64,316.46
401.08,436.67
341.4,274.14
346.71,500.66
352.11,537.59
351.02,258.79
351.75,521.29
352.9,477.42
366.14,587.49
367.1,152.65
370.28,505.58
368.78,345.22
370.86,542.9
378.14,368.97
387.76,298.59
375.79,604.64
376.22,268.11
385.07,142.46
384.24,114.15
404.01,206.28
388.96,596.11
387.48,349.43
393.75,554.43
410.52,261.86
424.47,592.86
410.36,531.91
410.26,391.62
417.15,552.78
420.16,352.65
416.73,22.719
435.41,532.82
436.6,388.94
441.96,14.618
443.24,217.81
443.49,47.686
449.21,560.85
448.93,376.18
458.2,522.08
454.93,410.01
459.04,38.192
459.09,147.6
470.95,66.041
460.04,227.06
467.37,539.2
467.36,13.792
474.33,413.81
465.55,455.88
468.6,385.96
473.42,209
480.11,599.14
495.32,546.41
485.11,292.62
485.6,450.87
497.54,8.3415
489.69,228.7
504.12,110.23
509.22,75.028
500.57,131.52
495.95,398.99
499.57,209.08
509.31,239.93
506.17,306.65
506.68,448.36
511.01,397.87
513.07,197.61
545.08,274.06
530.84,326.33
524.8,532.45
531.12,491.62
531.63,235.02
534.09,31.123
534.78,421.87
535.05,307.1
540.56,164.37
533.03,209.86
538.17,368.84
540.03,53.767
543.27,437.67
549.41,509.99
545.61,88.359
558.28,126.3
548.83,235.29
547.23,19.219
553.57,484.45
548.98,462.45
584.32,8.537
557.7,50.789
566.57,469.3
573.16,176.95
571.63,227.41
574.4,88.452
575.3,422.92
580.26,516.9
577.1,396.45
578.87,242.99
579.97,350.13
584.61,443.99
587.15,35.602
594.41,252.78
595.08,135.62
594.37,104.12
594.46,173.39
596.77,500.8
594.51,412.59
596.78,56.622
600.95,80.15
602.34,517.82
602.62,362.58
602.93,462.24
604.58,165.77
605.29,42.389
