34.1,492.35
87.865,412.21
75.811,540.82
86.11,513.34
75.442,474.77
109.24,546.27
103.18,497.19
114.58,462.88
123.4,420.22
154.23,489.39
129.95,209.89
131.48,441.98
130.84,123.04
135.84,142.54
145.29,544.07
144.37,402.71
154.06,462.53
158.62,537.38
170.01,374.7
169.7,418.09
173.69,391.47
177.92,407.67
175.34,533.32
183.95,463.52
193.29,474.22
191.4,521.46
192,363.28
195.84,417.85
194.89,533.33
198.15,441.59
199.78,378.47
209.87,524.4
215.37,457.83
219.58,506.25
227.23,585.96
243.2,506.68
237.18,446.73
234.17,408.65
256.68,433.15
279.5,452.1
273.34,78.581
283.79,407.28
291.66,423.2
302.3,386.08
304.14,414.47
318.55,398.27
324.82,162.74
341.37,386.55
331,506.39
333.29,476.95
338.35,147.05
337.2,455.92
344.43,407.6
350.5,436.03
351.56,486.26
360.75,456.41
370.51,401.68
363.69,532.22
365.44,566.19
380,548.88
376.32,507.34
398.47,419.57
397.75,503.61
402.99,489.73
409.2,517.28
415.29,284.88
415,336.5
422.94,471.41
420.49,490.44
421.15,447.2
451.66,403.28
452.04,306.19
500.01,326.17
509.63,7.7459
578.84,538.91
582.92,92.32
603.95,211.8
