114.37,190.85
146.31,479.35
172.45,447.47
174.8,408.89
174.68,494.73
211.57,563.69
211.24,384.01
196.65,406.14
202.9,259.69
202.93,235.68
223.25,521.46
227.17,431.94
221.61,200.03
226.82,300.72
241.43,330.38
232.63,249.52
246.49,177.56
255.13,596.15
248.82,261.02
255.64,379.1
284.7,463.55
262.92,262.69
280.15,195.67
267.36,419.91
277.33,328.49
272.67,360.82
277.12,260.21
278.41,139.15
288.84,152.61
283.51,24.493
294.5,109.69
290.95,591.14
289.54,238.61
290.42,74.624
296.68,367.87
298.89,398.84
298.15,31.805
300.76,602.79
305.25,60.728
304.26,92.024
313.23,105.2
315.53,150.68
309.45,250.23
319.45,415.76
327.07,188.78
328.64,213.23
318.69,227.32
319,583.34
318.27,88.313
320.69,275.27
333.1,354.99
326.56,27.379
328.98,531.03
325.19,239.54
336.68,396.69
334.22,131.15
336.66,153.1
338.82,419.19
360.99,560.09
339.73,466.5
371.56,233.98
337.64,484.63
338.46,585.36
347.65,170.81
354.93,199.9
368.54,285.93
366.88,515.35
364.15,468.01
356.95,418.81
361.73,175.27
369.06,398.34
392.91,435.04
381.48,194.55
382.08,600.76
383.29,53.078
381.44,475.04
396.43,304.23
384.5,354
386.06,326.98
390.59,377.01
395.42,549.01
397.47,454.05
397.67,209.83
400.11,186.12
413.64,364.68
413.29,571.61
412.88,239.78
419.04,599.24
420.04,251.41
422.2,520.24
426.58,176.24
435.26,481.71
428.42,452.52
437.64,378.4
439.3,394.98
442.22,238.2
447.65,601.36
442.2,264.42
441.49,439.86
462.61,294.55
449.22,514.44
468.43,177.92
469.56,583.49
465.38,383.2
470.87,522.41
471.95,359.53
471.53,327.93
479.99,473.88
474.06,551.02
477.48,570.29
480.75,408.95
495.62,343.69
502.31,570.43
493.37,285.02
498.72,421.1
499.15,232.05
499.02,272.08
497.7,320.8
500.25,410.78
504.27,447.14
503.37,200.08
513.58,389.51
512.69,517.62
514.9,417.5
513.03,272.07
516.04,325.54
520.09,298.79
514.57,228.26
516.45,260.15
529.62,541.38
543.42,355.82
547.58,388.31
549.34,314.6
