6.9484,12.361
10.948,43.04
5.0197,74.89
7.4869,142.03
11.931,179.3
8.2414,207.9
6.2236,224.38
7.4341,267.41
13.929,297.03
6.5966,329.15
10.711,354.01
11.021,504.89
4.5843,520.13
3.85,535.5
7.303,576.2
13.326,464.35
13.142,433.29
37.264,391.41
16.22,316.91
18.285,243.01
17.189,447.55
32.834,499.16
19.19,109.18
17.6,73.02
22.546,538.2
27.932,90.192
37.356,217.67
26.644,593.62
29.193,17.507
37.831,267.16
28.902,555.86
41.208,358.94
33.811,463.07
36.279,30.503
32.385,436.27
44.727,122.92
37.606,293.09
38.228,338.7
39.553,602.64
44.221,242.51
39.112,47.149
43.695,570.16
45.551,154.95
51.744,423.45
47.683,486.86
59.922,33.675
48.32,175.46
47.255,84.947
49.376,200.38
50.988,442.13
46.446,317.39
53.912,64.108
51.405,469.29
51.661,374.23
57.232,340.74
64.036,557.5
60.022,299.02
55.596,313
74.645,597.59
58.017,109.5
67.792,455.17
62.483,79.042
67.909,194.95
66.647,261.09
65.2,585.59
72.66,526.05
65.214,13.397
66.34,152.99
76.349,418.71
68.962,99.557
73.079,177.43
102.85,323.39
80.661,139.53
74.851,347.71
90.14,294.53
80.182,235.48
81.671,210.05
92.829,68.241
84.623,90.293
89.216,160.1
93.86,117.65
92.309,551.04
95.865,24.445
91.979,263.91
89.893,519.27
102.51,495.46
103.71,406.65
96.053,360.6
101.92,460
102.98,176.41
101.22,200.04
102.12,99.25
115.32,242.11
105.04,443.2
125.11,154.15
103.49,387.79
107.16,573
107.19,537.43
110.65,56.614
116.37,89.943
123.87,118.15
114.18,288.47
118.09,75.111
119.53,529.07
131.56,16.976
119.29,566.06
120.01,198.93
119.89,384.77
138.67,499.58
127.6,598.8
126.58,267.3
132.06,359.04
129,409.71
127.4,485.24
130.76,434.65
136.51,213.17
133.29,453.77
131.52,468.77
141.07,382.28
136.4,583.95
138.64,278.74
136.08,185.59
144.16,561.63
139.76,58.141
141.48,527.62
138.84,257.86
149.17,316.73
144.46,545.91
144.66,234.53
