17.402,26.07
3.7647,85.735
21.577,117.22
5.1776,162.53
11.969,233.28
15.768,264.05
6.9502,294.32
14.454,315.19
9.8413,337.1
20.646,366.24
10.251,398.26
6.0178,432.97
7.6842,485.17
5.281,506.56
12.546,539.34
60.199,587.36
20.938,200.91
18.892,134.22
13.299,181.84
18.914,91.421
23.254,146.16
36.57,468.05
32.021,439.17
28.563,500.98
51.854,413.26
51.827,54.773
33.762,284.15
35.008,328.75
44.616,537.63
43.198,216.56
46.81,182.67
49.674,254.32
55.329,12.946
42.352,344.88
44.159,156.36
53.287,301.17
63.825,195.64
68.456,490.44
56.518,104.84
66.198,138.53
65.219,269.06
77.151,356.52
70.073,318.45
69.547,222.73
62.214,563.32
72.412,86.336
69.734,281.03
74.215,171.74
76.009,543.58
67.698,377.56
74.214,409.76
84.681,132.08
77.597,295.96
80.892,392.85
83.534,20.513
96.415,424.89
122.25,258.98
94.5,6.4159
91.665,51.996
106.18,192.39
94.516,81.317
99.462,457.35
97.59,318.53
97.635,303.39
107.06,390.45
100.79,525.9
109.43,23.801
100.55,34.917
102.77,409.02
132.61,92.228
131.15,341.47
110,555.26
109.71,56.389
131.58,292.7
127.54,122.27
131.11,10.016
129.79,499.88
143.11,404.97
157.61,192.03
137.12,48.663
129.31,236.86
133.49,387.48
144.5,553.73
141.06,175.51
135.41,460.38
140.17,153.93
140.38,598.35
140.57,443.74
144.6,213.69
150.86,507.26
197.85,576.9
155.08,28.032
167.38,132.44
155.12,483.9
157.84,442.85
159.1,224.32
173.98,274.71
165.12,406.48
164.27,158.9
172.14,71.817
171.15,314.02
162.85,603.66
166.52,518.19
166.72,531.45
191.32,507.08
171.39,563.78
194.12,30.775
176.93,446.05
174.95,471.88
182.23,542.23
177.43,149.28
176.81,218.93
182.29,364.18
209.24,414.48
183.25,106.75
183.69,168.56
202.56,456.31
187.82,9.7073
191.94,305.56
192.54,598.64
193.71,146.73
208.26,218.44
194.3,246.62
205.58,181.34
201.76,130.23
204.85,364.31
232.8,60.695
203.92,159.89
225.61,283.44
203.9,535.9
210.95,327.08
220.88,112.61
215.26,132.55
222.87,43.173
226.41,490.86
233.03,15.323
240.67,148.66
226.57,93.591
225.03,452.06
230.66,540.57
